问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,241,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.低ToolStripMenuItem.Size = new System.Drawing.Size(100, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,240,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.低ToolStripMenuItem.Name = ""低ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,240,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.低ToolStripMenuItem.Name = ""低ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,236,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.正常ToolStripMenuItem.Text = ""正常"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,236,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.正常ToolStripMenuItem.Text = ""正常"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,235,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.正常ToolStripMenuItem.Size = new System.Drawing.Size(100, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,235,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.正常ToolStripMenuItem.Size = new System.Drawing.Size(100, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,234,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.正常ToolStripMenuItem.Name = ""正常ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,234,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.正常ToolStripMenuItem.Name = ""正常ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,230,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.高ToolStripMenuItem.Text = ""高"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,230,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.高ToolStripMenuItem.Text = ""高"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,229,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.高ToolStripMenuItem.Size = new System.Drawing.Size(100, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,229,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.高ToolStripMenuItem.Size = new System.Drawing.Size(100, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,228,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.高ToolStripMenuItem.Name = ""高ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,228,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.高ToolStripMenuItem.Name = ""高ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,224,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.更新速度ToolStripMenuItem.Text = ""更新速度"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,224,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.更新速度ToolStripMenuItem.Text = ""更新速度"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,223,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.更新速度ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,223,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.更新速度ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,222,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.更新速度ToolStripMenuItem.Name = ""更新速度ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,222,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.更新速度ToolStripMenuItem.Name = ""更新速度ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,218,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.更新速度ToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.高ToolStripMenuItem,              this.正常ToolStripMenuItem,              this.低ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,218,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.更新速度ToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.高ToolStripMenuItem,              this.正常ToolStripMenuItem,              this.低ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,218,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.更新速度ToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.高ToolStripMenuItem,              this.正常ToolStripMenuItem,              this.低ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,218,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.更新速度ToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.高ToolStripMenuItem,              this.正常ToolStripMenuItem,              this.低ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,218,12,T:System.Windows.Forms.ToolStripItemCollection,,,,,"this.更新速度ToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.高ToolStripMenuItem,              this.正常ToolStripMenuItem,              this.低ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,218,12,P:System.Windows.Forms.ToolStripDropDownItem.DropDownItems,,,,,"this.更新速度ToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.高ToolStripMenuItem,              this.正常ToolStripMenuItem,              this.低ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,218,12,M:System.Windows.Forms.ToolStripItemCollection.AddRange(System.Windows.Forms.ToolStripItem[]),,,,,"this.更新速度ToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.高ToolStripMenuItem,              this.正常ToolStripMenuItem,              this.低ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,214,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.刷新ToolStripMenuItem.Text = ""刷新"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,214,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.刷新ToolStripMenuItem.Text = ""刷新"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,213,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.刷新ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,213,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.刷新ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,212,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.刷新ToolStripMenuItem.Name = ""刷新ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,212,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.刷新ToolStripMenuItem.Name = ""刷新ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,208,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.查看VToolStripMenuItem.Text = ""查看(V)"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,208,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.查看VToolStripMenuItem.Text = ""查看(V)"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,207,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.查看VToolStripMenuItem.Size = new System.Drawing.Size(60, 21);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,207,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.查看VToolStripMenuItem.Size = new System.Drawing.Size(60, 21);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,206,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.查看VToolStripMenuItem.Name = ""查看VToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,206,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.查看VToolStripMenuItem.Name = ""查看VToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,203,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.查看VToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.刷新ToolStripMenuItem,              this.更新速度ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,203,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.查看VToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.刷新ToolStripMenuItem,              this.更新速度ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,203,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.查看VToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.刷新ToolStripMenuItem,              this.更新速度ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,203,12,T:System.Windows.Forms.ToolStripItemCollection,,,,,"this.查看VToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.刷新ToolStripMenuItem,              this.更新速度ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,203,12,P:System.Windows.Forms.ToolStripDropDownItem.DropDownItems,,,,,"this.查看VToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.刷新ToolStripMenuItem,              this.更新速度ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,203,12,M:System.Windows.Forms.ToolStripItemCollection.AddRange(System.Windows.Forms.ToolStripItem[]),,,,,"this.查看VToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.刷新ToolStripMenuItem,              this.更新速度ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,199,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.设置ToolStripMenuItem.Text = ""设置"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,199,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.设置ToolStripMenuItem.Text = ""设置"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,198,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.设置ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,198,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.设置ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,197,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.设置ToolStripMenuItem.Name = ""设置ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,197,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.设置ToolStripMenuItem.Name = ""设置ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,193,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.接入QQToolStripMenuItem.Text = ""接入QQ"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,193,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.接入QQToolStripMenuItem.Text = ""接入QQ"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,192,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.接入QQToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,192,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.接入QQToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,191,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.接入QQToolStripMenuItem.Name = ""接入QQToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,191,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.接入QQToolStripMenuItem.Name = ""接入QQToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,187,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.前端显示ToolStripMenuItem.Text = ""前端显示"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,187,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.前端显示ToolStripMenuItem.Text = ""前端显示"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,186,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.前端显示ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,186,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.前端显示ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,185,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.前端显示ToolStripMenuItem.Name = ""前端显示ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,185,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.前端显示ToolStripMenuItem.Name = ""前端显示ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,181,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.选项OToolStripMenuItem.Text = ""选项(O)"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,181,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.选项OToolStripMenuItem.Text = ""选项(O)"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,180,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.选项OToolStripMenuItem.Size = new System.Drawing.Size(62, 21);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,180,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.选项OToolStripMenuItem.Size = new System.Drawing.Size(62, 21);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,179,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.选项OToolStripMenuItem.Name = ""选项OToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,179,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.选项OToolStripMenuItem.Name = ""选项OToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,175,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.选项OToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.前端显示ToolStripMenuItem,              this.接入QQToolStripMenuItem,              this.设置ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,175,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.选项OToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.前端显示ToolStripMenuItem,              this.接入QQToolStripMenuItem,              this.设置ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,175,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.选项OToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.前端显示ToolStripMenuItem,              this.接入QQToolStripMenuItem,              this.设置ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,175,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.选项OToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.前端显示ToolStripMenuItem,              this.接入QQToolStripMenuItem,              this.设置ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,175,12,T:System.Windows.Forms.ToolStripItemCollection,,,,,"this.选项OToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.前端显示ToolStripMenuItem,              this.接入QQToolStripMenuItem,              this.设置ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,175,12,P:System.Windows.Forms.ToolStripDropDownItem.DropDownItems,,,,,"this.选项OToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.前端显示ToolStripMenuItem,              this.接入QQToolStripMenuItem,              this.设置ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,175,12,M:System.Windows.Forms.ToolStripItemCollection.AddRange(System.Windows.Forms.ToolStripItem[]),,,,,"this.选项OToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.前端显示ToolStripMenuItem,              this.接入QQToolStripMenuItem,              this.设置ToolStripMenuItem});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,171,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.退出ToolStripMenuItem.Text = ""退出"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,171,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.退出ToolStripMenuItem.Text = ""退出"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,170,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.退出ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,170,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.退出ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,169,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.退出ToolStripMenuItem.Name = ""退出ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,169,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.退出ToolStripMenuItem.Name = ""退出ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,165,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.保存日志ToolStripMenuItem.Text = ""保存日志"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,165,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.保存日志ToolStripMenuItem.Text = ""保存日志"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,164,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.保存日志ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,164,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.保存日志ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,163,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.保存日志ToolStripMenuItem.Name = ""保存日志ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,163,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.保存日志ToolStripMenuItem.Name = ""保存日志ToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,159,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.新建任务ToolStripMenuItem.Click += new System.EventHandler(this.新建任务ToolStripMenuItem_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,159,12,E:System.Windows.Forms.ToolStripItem.Click,,,,,this.新建任务ToolStripMenuItem.Click += new System.EventHandler(this.新建任务ToolStripMenuItem_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,158,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.新建任务ToolStripMenuItem.Text = ""启动聊天"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,158,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.新建任务ToolStripMenuItem.Text = ""启动聊天"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,157,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.新建任务ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,157,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.新建任务ToolStripMenuItem.Size = new System.Drawing.Size(124, 22);"
