问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,79,16,T:System.Windows.Forms.MessageBoxIcon,,,,,"MessageBox.Show($""严重错误：系统提示词文件丢失！\n程序试图寻找：{sysPromptPath}\n\n请在VS中将该文件的属性设置为'复制到输出目录'。"", ""配置丢失"", MessageBoxButtons.OK, MessageBoxIcon.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,79,16,F:System.Windows.Forms.MessageBoxIcon.Error,,,,,"MessageBox.Show($""严重错误：系统提示词文件丢失！\n程序试图寻找：{sysPromptPath}\n\n请在VS中将该文件的属性设置为'复制到输出目录'。"", ""配置丢失"", MessageBoxButtons.OK, MessageBoxIcon.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,79,16,T:System.Windows.Forms.MessageBoxButtons,,,,,"MessageBox.Show($""严重错误：系统提示词文件丢失！\n程序试图寻找：{sysPromptPath}\n\n请在VS中将该文件的属性设置为'复制到输出目录'。"", ""配置丢失"", MessageBoxButtons.OK, MessageBoxIcon.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,79,16,T:System.Windows.Forms.MessageBoxButtons,,,,,"MessageBox.Show($""严重错误：系统提示词文件丢失！\n程序试图寻找：{sysPromptPath}\n\n请在VS中将该文件的属性设置为'复制到输出目录'。"", ""配置丢失"", MessageBoxButtons.OK, MessageBoxIcon.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,79,16,F:System.Windows.Forms.MessageBoxButtons.OK,,,,,"MessageBox.Show($""严重错误：系统提示词文件丢失！\n程序试图寻找：{sysPromptPath}\n\n请在VS中将该文件的属性设置为'复制到输出目录'。"", ""配置丢失"", MessageBoxButtons.OK, MessageBoxIcon.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,79,16,T:System.Windows.Forms.MessageBox,,,,,"MessageBox.Show($""严重错误：系统提示词文件丢失！\n程序试图寻找：{sysPromptPath}\n\n请在VS中将该文件的属性设置为'复制到输出目录'。"", ""配置丢失"", MessageBoxButtons.OK, MessageBoxIcon.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,79,16,T:System.Windows.Forms.DialogResult,,,,,"MessageBox.Show($""严重错误：系统提示词文件丢失！\n程序试图寻找：{sysPromptPath}\n\n请在VS中将该文件的属性设置为'复制到输出目录'。"", ""配置丢失"", MessageBoxButtons.OK, MessageBoxIcon.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,79,16,"M:System.Windows.Forms.MessageBox.Show(System.String,System.String,System.Windows.Forms.MessageBoxButtons,System.Windows.Forms.MessageBoxIcon)",,,,,"MessageBox.Show($""严重错误：系统提示词文件丢失！\n程序试图寻找：{sysPromptPath}\n\n请在VS中将该文件的属性设置为'复制到输出目录'。"", ""配置丢失"", MessageBoxButtons.OK, MessageBoxIcon.Error);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,61,12,T:System.Uri,,,,,"ChatClient client = new ChatClient(                  model: _mainForm.MODEL_NAME,                  credential: new ApiKeyCredential(_mainForm.API_KEY),                  options: new OpenAIClientOptions() { Endpoint = new Uri(_mainForm.API_URL) }              );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,61,12,M:System.Uri.#ctor(System.String),,,,,"ChatClient client = new ChatClient(                  model: _mainForm.MODEL_NAME,                  credential: new ApiKeyCredential(_mainForm.API_KEY),                  options: new OpenAIClientOptions() { Endpoint = new Uri(_mainForm.API_URL) }              );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,61,12,T:System.Uri,,,,,"ChatClient client = new ChatClient(                  model: _mainForm.MODEL_NAME,                  credential: new ApiKeyCredential(_mainForm.API_KEY),                  options: new OpenAIClientOptions() { Endpoint = new Uri(_mainForm.API_URL) }              );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,61,12,T:System.ClientModel.ApiKeyCredential,,,,,"ChatClient client = new ChatClient(                  model: _mainForm.MODEL_NAME,                  credential: new ApiKeyCredential(_mainForm.API_KEY),                  options: new OpenAIClientOptions() { Endpoint = new Uri(_mainForm.API_URL) }              );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,61,12,M:System.ClientModel.ApiKeyCredential.#ctor(System.String),,,,,"ChatClient client = new ChatClient(                  model: _mainForm.MODEL_NAME,                  credential: new ApiKeyCredential(_mainForm.API_KEY),                  options: new OpenAIClientOptions() { Endpoint = new Uri(_mainForm.API_URL) }              );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,54,12,T:System.Windows.Forms.RichTextBox,,,,,txtInput.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,54,12,P:System.Windows.Forms.Control.Enabled,,,,,txtInput.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,53,12,T:System.Windows.Forms.ToolStripButton,,,,,btnStop.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,53,12,P:System.Windows.Forms.ToolStripItem.Enabled,,,,,btnStop.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,52,12,T:System.Windows.Forms.ToolStripButton,,,,,btnExecute.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,52,12,P:System.Windows.Forms.ToolStripItem.Enabled,,,,,btnExecute.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,48,12,T:System.Windows.Forms.RichTextBox,,,,,string taskPrompt = txtInput.Text.Trim();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,48,12,P:System.Windows.Forms.RichTextBox.Text,,,,,string taskPrompt = txtInput.Text.Trim();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,46,12,T:System.Drawing.Bitmap,,,,,toolStripLabel1.Image  = Properties.Resources.WorkingIcon;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,46,12,T:System.Windows.Forms.ToolStripLabel,,,,,toolStripLabel1.Image  = Properties.Resources.WorkingIcon;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,46,12,T:System.Drawing.Image,,,,,toolStripLabel1.Image  = Properties.Resources.WorkingIcon;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,46,12,P:System.Windows.Forms.ToolStripItem.Image,,,,,toolStripLabel1.Image  = Properties.Resources.WorkingIcon;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,45,12,T:System.Windows.Forms.ToolStripLabel,,,,,"toolStripLabel1.Text = ""正在执行任务..."";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,45,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"toolStripLabel1.Text = ""正在执行任务..."";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,37,8,M:System.Windows.Forms.Form.#ctor,,,,,public ChatForm()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,29,8,M:System.Windows.Forms.Form.#ctor,,,,,public ChatForm(MainForm mainForm)          {              InitializeComponent();              _mainForm = mainForm;              _uiaEngine = new mainEngine();              _parser = new LLMParseEngine(_uiaEngine);          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,37,8,M:System.Windows.Forms.Form.#ctor,,,,,public ChatForm()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,29,8,M:System.Windows.Forms.Form.#ctor,,,,,public ChatForm(MainForm mainForm)          {              InitializeComponent();              _mainForm = mainForm;              _uiaEngine = new mainEngine();              _parser = new LLMParseEngine(_uiaEngine);          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\ChatForm.cs,19,36,T:System.Windows.Forms.Form,,,,,Form
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,659,46,T:System.Windows.Forms.CheckBox,,,,,IsHideUIAoutInChatForm
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,658,44,T:System.Windows.Forms.Button,,,,,button1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,657,44,T:System.Windows.Forms.Button,,,,,button4
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,656,46,T:System.Windows.Forms.CheckBox,,,,,IsDeleteHistoryPic
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,655,46,T:System.Windows.Forms.GroupBox,,,,,groupBox3
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,654,43,T:System.Windows.Forms.Label,,,,,label1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,653,43,T:System.Windows.Forms.Label,,,,,label2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,652,43,T:System.Windows.Forms.Label,,,,,label3
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,651,45,T:System.Windows.Forms.TextBox,,,,,textBox1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,650,45,T:System.Windows.Forms.TextBox,,,,,textBox2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,649,45,T:System.Windows.Forms.TextBox,,,,,textBox3
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,648,46,T:System.Windows.Forms.GroupBox,,,,,groupBox2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,647,45,T:System.Windows.Forms.TabPage,,,,,tabPage7
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,646,45,T:System.Windows.Forms.TabPage,,,,,tabPage6
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,645,50,T:System.Windows.Forms.ColumnHeader,,,,,columnHeader5
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,644,50,T:System.Windows.Forms.ColumnHeader,,,,,columnHeader4
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,643,50,T:System.Windows.Forms.ColumnHeader,,,,,columnHeader3
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,642,50,T:System.Windows.Forms.ColumnHeader,,,,,columnHeader2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,641,50,T:System.Windows.Forms.ColumnHeader,,,,,columnHeader1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,640,46,T:System.Windows.Forms.ListView,,,,,listView1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,639,44,T:System.Windows.Forms.Button,,,,,button2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,638,44,T:System.Windows.Forms.Button,,,,,button3
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,637,46,T:System.Windows.Forms.GroupBox,,,,,groupBox1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,636,48,T:System.Windows.Forms.PictureBox,,,,,pictureBox1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,635,45,T:System.Windows.Forms.TabPage,,,,,tabPage5
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,634,45,T:System.Windows.Forms.TabPage,,,,,tabPage4
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,633,45,T:System.Windows.Forms.TabPage,,,,,tabPage3
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,632,49,T:System.Windows.Forms.RichTextBox,,,,,LogrichTextBox1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,631,45,T:System.Windows.Forms.TabPage,,,,,tabPage2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,630,45,T:System.Windows.Forms.TabPage,,,,,tabPage1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,629,48,T:System.Windows.Forms.TabControl,,,,,tabControl1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,628,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,关于晓予ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,627,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,关于ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,626,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,低ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,625,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,正常ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,624,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,高ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,623,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,更新速度ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,622,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,刷新ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,621,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,设置ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,620,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,接入QQToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,619,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,前端显示ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,618,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,退出ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,617,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,保存日志ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,616,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,新建任务ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,615,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,帮助HToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,614,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,查看VToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,613,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,选项OToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,612,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,文件ToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,611,47,T:System.Windows.Forms.MenuStrip,,,,,menuStrip1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,610,58,T:System.Windows.Forms.ToolStripStatusLabel,,,,,toolStripStatusLabel2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,609,58,T:System.Windows.Forms.ToolStripProgressBar,,,,,toolStripProgressBar1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,608,58,T:System.Windows.Forms.ToolStripStatusLabel,,,,,toolStripStatusLabel1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,607,49,T:System.Windows.Forms.StatusStrip,,,,,statusStrip1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,601,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,600,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,599,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox2.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,599,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.groupBox2.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,598,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,598,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.groupBox2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,597,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox3.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,597,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.groupBox3.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,596,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox3.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,596,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.groupBox3.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,595,12,T:System.Windows.Forms.TabPage,,,,,this.tabPage7.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,595,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tabPage7.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,594,12,T:System.Windows.Forms.TabPage,,,,,this.tabPage3.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,594,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tabPage3.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,593,12,T:System.Windows.Forms.GroupBox,,,,,this.groupBox1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,593,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.groupBox1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,592,12,T:System.Windows.Forms.PictureBox,,,,,((System.ComponentModel.ISupportInitialize)(this.pictureBox1)).EndInit();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,591,12,T:System.Windows.Forms.TabPage,,,,,this.tabPage2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,591,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tabPage2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,590,12,T:System.Windows.Forms.TabPage,,,,,this.tabPage1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,590,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tabPage1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,589,12,T:System.Windows.Forms.TabControl,,,,,this.tabControl1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,589,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tabControl1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,588,12,T:System.Windows.Forms.MenuStrip,,,,,this.menuStrip1.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,588,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.menuStrip1.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,587,12,T:System.Windows.Forms.MenuStrip,,,,,this.menuStrip1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,587,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.menuStrip1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,586,12,T:System.Windows.Forms.StatusStrip,,,,,this.statusStrip1.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,586,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.statusStrip1.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,585,12,T:System.Windows.Forms.StatusStrip,,,,,this.statusStrip1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,XiaoYu_LAM.csproj,File,UserForm\MainForm.Designer.cs,585,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.statusStrip1.ResumeLayout(false);
